time_index,instant_accuracy_percent,cumulative_accuracy_percent
168,74.77787633986466,73.97845117317023
169,74.5074133333414,73.98156271528889
170,74.22989806311814,73.98301496878497
171,74.77787633986466,73.98763625582613
172,74.5074133333414,73.99064074760368
173,74.22989806311814,73.99201578964687
174,74.77787633986466,73.99650642136241
175,74.5074133333414,73.9994093015441
176,74.77787633986466,74.00380742040468
177,74.5074133333414,74.00663666710658
178,74.77787633986466,74.01094526863037
179,74.5074133333414,74.01370342454544
180,75.04166030065777,74.01938274430296
181,74.77787633986466,74.02355029153132
182,74.5074133333414,74.0261943518691
183,75.04166030065777,74.03171318854729
184,74.77787633986466,74.03574650287874
185,74.5074133333414,74.03828234605328
186,75.04166030065777,74.04364800356453
187,74.77787633986466,74.04755347343847
188,74.5074133333414,74.04998659439033
189,75.04166030065777,74.05520592968648
190,74.77787633986466,74.05898954439947
191,74.5074133333414,74.06132508496687
192,75.04166030065777,74.06640454204299
193,74.77787633986466,74.07007192244414
194,74.5074133333414,74.07231469891028
195,75.04166030065777,74.07726033973552
196,74.77787633986466,74.08081676613212
197,74.5074133333414,74.08297129424935
198,75.04166030065777,74.08778882694486
199,74.77787633986466,74.09123926450947
200,74.5074133333414,74.09330978226485
201,75.04166030065777,74.09800458681136
202,74.77787633986466,74.10135370874758
203,74.5074133333414,74.10334419710344
204,75.04166030065777,74.10792134882809
205,74.77787633986466,74.11117355752245
206,74.5074133333414,74.113087759338
207,75.04166030065777,74.11755205040204
208,74.77787633986466,74.12071149676311
209,75.04166030065777,74.12509696725785
210,74.77787633986466,74.12819070836025
211,75.04166030065777,74.13249952719184
212,74.77787633986466,74.13552946527952
213,75.04166030065777,74.1397637215196
214,74.77787633986466,74.14273168718633
215,75.04166030065777,74.14689339373018
216,74.77787633986466,74.14980114924232
217,75.29910897756187,74.15507320350066
218,75.04166030065777,74.15912154641006
219,74.77787633986466,74.16193406819849
220,75.29910897756187,74.16707965602367
221,75.04166030065777,74.17101920847698
222,74.77787633986466,74.17374054090472
223,75.29910897756187,74.17876450713979
224,75.04166030065777,74.18259959955542
225,74.77787633986466,74.18523356743289
226,75.29910897756187,74.1901405075656
227,75.04166030065777,74.19387524350022
228,74.77787633986466,74.19642546662844
229,75.29910897756187,74.20121974276293
230,75.04166030065777,74.20485801357631
231,74.77787633986466,74.20732792015514
232,75.29910897756187,74.21201367576631
233,75.04166030065777,74.21555917416329
234,74.77787633986466,74.21795201316627
235,75.29910897756187,74.22253318674422
236,75.04166030065777,74.22598941929236
237,74.77787633986466,74.2283082718998
238,75.29910897756187,74.2327886095804
239,75.04166030065777,74.2361589082932
240,74.77787633986466,74.2384066984657
241,75.29910897756187,74.24278976573468
242,75.04166030065777,74.2460772988002
243,74.77787633986466,74.24825680306687
244,75.29910897756187,74.25254599561582
245,75.04166030065777,74.25575377734361
246,74.77787633986466,74.25786763387204
247,75.29910897756187,74.26206618767723
248,75.04166030065777,74.26519708772936
249,74.77787633986466,74.26724780473789
250,75.29910897756187,74.27135880542643
251,75.04166030065777,74.27441555739163
252,74.77787633986466,74.27640552095872
253,75.29910897756187,74.28043191252014
254,75.04166030065777,74.28341712188538
255,74.77787633986466,74.2853486032056
256,75.29910897756187,74.28929319610192
257,75.04166030065777,74.29220934766997
258,74.77787633986466,74.29408450980199
259,75.29910897756187,74.29794998852414
260,75.04166030065777,74.30079945332157
261,74.77787633986466,74.30262035746868
262,75.29910897756187,74.30640928758311
263,75.04166030065777,74.30919432929929
264,74.77787633986466,74.3109629406599
265,75.29910897756187,74.31467777538509
266,75.04166030065777,74.31740055637863
267,74.77787633986466,74.31911874960058
268,75.29910897756187,74.32276183594988
269,75.04166030065777,74.3254244228562
270,74.77787633986466,74.3270939871256
271,75.29910897756187,74.33066757164926
272,75.04166030065777,74.33327194061998
273,74.77787633986466,74.33489458441284
274,75.29910897756187,74.33840081856974
275,75.04166030065777,74.3409488601715
276,74.77787633986466,74.34252621569385
277,75.29910897756187,74.34596716088042
278,75.04166030065777,74.3484606846789
279,74.77787633986466,74.34999431201885
280,75.29910897756187,74.35337194428057
281,75.04166030065777,74.35581268313295
282,74.77787633986466,74.35730407414614
283,75.29910897756187,74.36062028859479
284,75.04166030065777,74.36300990267219
285,74.77787633986466,74.36446048462041
286,75.29910897756187,74.3677170995784
287,75.04166030065777,74.37005718013769
288,74.77787633986466,74.37146831909868
289,75.29910897756187,74.37466707998993
290,75.04166030065777,74.37695915291317
291,74.77787633986466,74.37833215697808
292,75.29910897756187,74.38147473998347
293,75.04166030065777,74.38372026910142
294,74.77787633986466,74.38505639137519
295,75.29910897756187,74.38814440686906
296,75.04166030065777,74.39034479708383
297,74.77787633986466,74.39164523850255
298,75.29910897756187,74.39468023428535
299,75.04166030065777,74.39683683450659
300,74.77787633986466,74.39810274648451
301,75.29910897756187,74.40108621082582
302,75.04166030065777,74.40320031673286
303,74.77787633986466,74.40443280365105
304,75.29910897756187,74.40736616815568
305,75.04166030065777,74.40943902479783
306,74.77787633986466,74.41063914634528
307,75.29910897756187,74.41352378865442
308,75.04166030065777,74.41555659290037
309,74.77787633986466,74.41672536627767
310,75.29910897756187,74.4195626126162
311,75.04166030065777,74.4215565154625
312,74.77787633986466,74.42269491745738
313,75.29910897756187,74.42548604503733
314,75.04166030065777,74.42744215378532
315,74.77787633986466,74.4285511227286
316,75.29910897756187,74.4312973620183
317,75.04166030065777,74.43321674232848
318,74.77787633986466,74.43429717993831
319,75.29910897756187,74.43699971680589
320,75.04166030065777,74.43888339463719
321,74.77787633986466,74.43993616775902
322,75.29910897756187,74.44259614549834
323,75.04166030065777,74.44444510894019
324,74.77787633986466,74.44547105118917
325,75.29910897756187,74.44808957243572
326,75.04166030065777,74.44990477343944
327,74.77787633986466,74.45090468675171
328,75.29910897756187,74.4534828152952
329,75.04166030065777,74.45526517131145
330,74.77787633986466,74.4562398274098
331,75.29910897756187,74.45877858991025
332,75.04166030065777,74.46052898543802
333,74.77787633986466,74.46147912721774
334,75.29910897756187,74.4639795148307
335,75.04166030065777,74.46569880288375
336,74.77787633986466,74.46662514572346
337,75.29910897756187,74.46908811564013
338,75.04166030065777,74.47077711913576
339,74.77787633986466,74.4716803521379
340,75.29910897756187,74.4741068290453
341,75.04166030065777,74.47576634212018
342,74.77787633986466,74.47664712928561
343,75.29910897756187,74.47903800675152
344,75.04166030065777,74.48066879600923
345,74.77787633986466,74.48152777734984
346,75.29910897756187,74.4838839191372
347,75.04166030065777,74.4854867248312
348,74.77787633986466,74.48632451742442
349,75.29910897756187,74.48864675873911
350,75.04166030065777,74.49022229589556
351,74.77787633986466,74.4910394948841
352,75.29910897756187,74.49332864356025
353,75.04166030065777,74.49487760304356
354,74.77787633986466,74.4956747825839
355,75.29910897756187,74.49793162021024
356,75.04166030065777,74.4994546697353
357,74.77787633986466,74.50023238389767
358,75.29910897756187,74.50245766688838
359,75.04166030065777,74.50395545198218
360,74.77787633986466,74.50471423560512
361,75.29910897756187,74.50690869621825
362,75.04166030065777,74.50838184113405
363,74.77787633986466,74.50912221063606
364,75.29910897756187,74.51128655794271
365,75.04166030065777,74.51273566652935
366,74.77787633986466,74.51345812068013
367,75.29910897756187,74.51559304148687
368,75.04166030065777,74.51701869801579
369,74.77787633986466,74.51772371866943
370,75.29910897756187,74.51982987839689
371,75.04166030065777,74.52123264834921
372,74.77787633986466,74.52192070114147
373,75.29910897756187,74.52399874466131
374,75.04166030065777,74.5253791754773
375,74.77787633986466,74.52605071048896
376,75.04166030065777,74.52741837518437
377,74.77787633986466,74.52808096239251
378,75.04166030065777,74.52943605299478
379,74.77787633986466,74.5300898432234
380,75.04166030065777,74.53143254783608
381,74.77787633986466,74.5320776886529
382,75.04166030065777,74.5334081915563
383,74.77787633986466,74.53404482735918
384,74.5074133333414,74.53397565464745
385,75.04166030065777,74.53529089984436
386,74.77787633986466,74.53591773560669
387,74.5074133333414,74.53584427065239
388,75.04166030065777,74.53714456893003
389,74.77787633986466,74.53776182988115
390,74.5074133333414,74.53768421224294
391,75.04166030065777,74.53896986552971
392,74.77787633986466,74.53957777004454
393,74.5074133333414,74.5394961344184
394,75.04166030065777,74.54076743610507
395,74.77787633986466,74.54136619596305
396,74.5074133333414,74.54128067237961
397,74.77787633986466,74.54187513385571
398,74.5074133333414,74.54178876342834
399,74.77787633986466,74.54237898236944
400,74.5074133333414,74.5422917862372
401,74.22989806311814,74.54151468742346
402,74.77787633986466,74.5421011927645
403,74.5074133333414,74.54201533172632
404,74.22989806311814,74.54124467180384
405,74.77787633986466,74.54182750842467
406,74.5074133333414,74.54174295271193
407,74.22989806311814,74.54097862700213
408,74.77787633986466,74.54155783901402
409,74.5074133333414,74.5414745597319
410,74.22989806311814,74.54071646606616
411,74.77787633986466,74.5412920968278
412,74.5074133333414,74.54121006592348
413,74.22989806311814,74.54045810456404
414,74.77787633986466,74.54103019669729
415,74.5074133333414,74.54094938692961
416,74.22989806311814,74.5402034604936
417,74.77787633986466,74.5407720558988
418,74.5074133333414,74.54069244080915
419,74.22989806311814,74.5399524541956
420,74.77787633986466,74.54051759406656
421,74.5074133333414,74.54043914795109
422,74.22989806311814,74.53970500827063
423,74.5074133333414,74.53962884865994
424,74.22989806311814,74.53890007034101
425,73.9449243483317,74.53750576113443
426,74.5074133333414,74.53743528706465
427,74.22989806311814,74.53671674214888
428,73.9449243483317,74.53533727269942
429,74.5074133333414,74.53527233330557
430,74.22989806311814,74.53456380831673
431,73.9449243483317,74.53319890215936
432,74.5074133333414,74.5331393511921
433,74.22989806311814,74.53244063854677
434,73.9449243483317,74.53109002638536
435,74.5074133333414,74.53103572204351
436,74.22989806311814,74.53034661984917
437,73.9449243483317,74.5290100393206
438,74.5074133333414,74.52896084409058
439,74.22989806311814,74.52828115595199
440,73.9449243483317,74.52695835139957
441,74.5074133333414,74.52691413190169
442,74.22989806311814,74.52624366673514
443,73.9449243483317,74.52493438899099
444,74.22989806311814,74.52427138601149
445,73.9449243483317,74.52297240162208
446,74.22989806311814,74.52231675433237
447,73.9449243483317,74.52102793199754
448,73.65204899654333,74.51909256688516
449,74.22989806311814,74.51844991243235
450,73.9449243483317,74.51717823712391
451,73.65204899654333,74.51526423437926
452,74.22989806311814,74.51463428698133
453,73.9449243483317,74.51337941927505
454,73.65204899654333,74.51148638537893
455,73.9449243483317,74.51024392477137
456,73.65204899654333,74.5083660365258
457,73.9449243483317,74.50713581449918
458,73.65204899654333,74.50527288025525
459,73.35078710890063,74.5027631285784
460,73.9449243483317,74.50155306614836
461,73.65204899654333,74.49971431275094
462,73.35078710890063,74.49723282850937
463,73.9449243483317,74.49604250850899
464,73.65204899654333,74.49422746869831
465,73.35078710890063,74.49177373402063
466,73.65204899654333,74.48997560824445
467,73.35078710890063,74.48754144478431
468,73.65204899654333,74.48576001099275
469,73.35078710890063,74.48334517503085
470,73.04060661064578,74.48028203582834
471,73.65204899654333,74.47852730481289
472,73.35078710890063,74.4761430760689
473,73.04060661064578,74.47311451812496
474,73.65204899654333,74.47138595913215
475,73.35078710890063,74.46903175986697
476,73.04060661064578,74.46603715787698
477,73.65204899654333,74.46433425377377
478,73.35078710890063,74.4620095206947
479,73.04060661064578,74.4590482646321
480,73.65204899654333,74.45737051147599
481,73.35078710890063,74.45507469528806
482,73.04060661064578,74.45214618993684
483,73.35078710890063,74.44987065464545
484,73.04060661064578,74.44696495558564
485,72.72092184751725,74.4434134265567
486,73.35078710890063,74.44116984068883
487,73.04060661064578,74.43829983406988
488,72.72092184751725,74.43478781364749
489,73.35078710890063,74.43257556731128
490,73.04060661064578,74.42974059998609
491,72.72092184751725,74.4262673911396
492,73.04060661064578,74.42345672018526
493,72.72092184751725,74.4200102933175
494,73.04060661064578,74.4172236192111
495,72.72092184751725,74.41380365596171
496,72.39108604878547,74.40973380162133
497,73.04060661064578,74.40698455023383
498,72.72092184751725,74.40360566706205
499,72.39108604878547,74.3995806278255
500,73.04060661064578,74.39686810483713
501,72.72092184751725,74.39352956647592
502,72.39108604878547,74.38954856544673
503,72.72092184751725,74.38623779814925
504,72.39108604878547,74.38228700260596
505,72.05038240604094,74.37767849549813
506,72.72092184751725,74.37441073090645
507,72.39108604878547,74.37050654846134
508,72.05038240604094,74.36594834778862
509,72.72092184751725,74.36272280563122
510,72.39108604878547,74.35886441667458
511,72.05038240604094,74.35435566274757
512,72.72092184751725,74.3511715812364
513,72.39108604878547,74.34735818525887
514,72.05038240604094,74.34289803811477
515,72.39108604878547,74.3391154567401
516,72.05038240604094,74.33468850693218
517,71.69801344931203,74.32959840064333
518,72.39108604878547,74.32586330940663
519,72.05038240604094,74.32148738459246
520,71.69801344931203,74.31645192598349
521,72.39108604878547,74.31276348560571
522,72.05038240604094,74.30843770916296
523,71.69801344931203,74.30345598347623
524,72.39108604878547,74.29981337407682
525,72.05038240604094,74.2955368893467
526,71.69801344931203,74.29060800236373
527,72.05038240604094,74.28636515085554
528,71.69801344931203,74.2814722364859
529,71.33308831286736,74.27590924795076
530,72.05038240604094,74.27171804862515
531,71.69801344931203,74.26688025802493
532,71.33308831286736,74.2613759579402
533,71.69801344931203,74.25657565361693
534,71.33308831286736,74.25111119129777
535,70.95460736397659,74.24496099759008
536,71.69801344931203,74.24021807850578
537,71.33308831286736,74.23481449158079
538,70.95460736397659,74.22872876407133
539,71.69801344931203,74.22404225422919
540,71.33308831286736,74.21869853160189
541,70.95460736397659,74.21267622317454
542,71.69801344931203,74.2080451683424
543,71.33308831286736,74.20276032118159
544,70.95460736397659,74.19680040749864
545,71.33308831286736,74.19155551355243
546,70.95460736397659,74.18563787525339
547,70.56144350720255,74.17902438188105
548,71.33308831286736,74.17384052747482
549,70.95460736397659,74.16798737626847
550,70.56144350720255,74.16144192460048
551,71.33308831286736,74.15631809559372
552,70.95460736397659,74.15052838360164
553,70.56144350720255,74.14404989104497
554,70.95460736397659,74.13830314775296
555,70.56144350720255,74.1318699469606
556,70.15231925731366,74.12472533171888
557,70.95460736397659,74.11904411672293
558,70.56144350720255,74.11267989380787
559,70.15231925731366,74.1056078212427
560,70.56144350720255,74.09929023779522
561,70.15231925731366,74.09226715775878
562,70.56144350720255,74.08599571255354
563,70.15231925731366,74.0790211089095
564,69.72577837022723,74.07131625450475
565,70.56144350720255,74.06511506590529
566,70.15231925731366,74.05821419146332
567,69.72577837022723,74.05058666360904
568,70.15231925731366,74.04373557853647
569,69.72577837022723,74.03616021501313
570,69.28015039523996,74.02783095088043
571,70.15231925731366,74.02105558078678
572,69.72577837022723,74.01355946000047
573,69.28015039523996,74.0053131027448
574,70.15231925731366,73.99861224388317
575,69.72577837022723,73.9911941295192
576,69.28015039523996,73.98302940900919
577,69.72577837022723,73.97566392278293
578,69.28015039523996,73.96755422757128
579,68.81350590449463,73.95866793735908
580,69.72577837022723,73.95138241314716
581,69.28015039523996,73.94335624129509
582,68.81350590449463,73.93455718411361
583,69.28015039523996,73.92658730947514
584,68.81350590449463,73.91784699938115
585,69.28015039523996,73.90993284135361
586,68.81350590449463,73.90125068302847
587,68.32359927539568,73.89176488131481
588,68.81350590449463,73.88314304943566
589,68.32359927539568,73.87372009388645
590,67.8077946018837,73.86345626056664
591,68.81350590449463,73.85492593901922
592,68.32359927539568,73.84559823806876
593,67.8077946018837,73.83543358548259
594,68.81350590449463,73.8269933708927
595,68.32359927539568,73.81775948818213
596,67.8077946018837,73.807692545324
597,68.81350590449463,73.79934106264703
598,68.32359927539568,73.79019959054813
599,67.8077946018837,73.78022891556701
600,67.26296835110698,73.7693848880055
601,68.32359927539568,73.76033873250283
602,67.8077946018837,73.75046718336417
603,67.26296835110698,73.73972629125777
604,68.32359927539568,73.7307740151985
605,67.8077946018837,73.72100012177718
606,67.26296835110698,73.710360860211
607,67.8077946018837,73.70065269202296
608,67.26296835110698,73.69008178177515
609,67.8077946018837,73.68043868803761
610,67.26296835110698,73.66993546326358
611,66.68537935974422,73.65852278989183
612,67.26296835110698,73.64808958526085
613,66.68537935974422,73.63674966632679
614,67.26296835110698,73.62638579426952
615,66.68537935974422,73.61511792668101
616,66.07049198078225,73.60289000780597
617,67.26296835110698,73.59263123489869
618,66.68537935974422,73.58147250812138
619,66.07049198078225,73.56935802339987
620,67.26296835110698,73.55920280653626
621,66.68537935974422,73.54815164343854
622,66.07049198078225,73.53614897945354
623,66.68537935974422,73.52517018198606
624,66.07049198078225,73.51324269686414
625,65.41273039717524,73.50030258136943
626,66.68537935974422,73.48943348532218
627,66.07049198078225,73.47761988420031
628,65.41273039717524,73.46479812030996
629,66.68537935974422,73.45403713815034
630,66.07049198078225,73.44233579875673
631,65.41273039717524,73.42963072691879
632,66.07049198078225,73.41800491531352
633,65.41273039717524,73.40537829935431
634,64.70512899046274,73.39167711934032
635,66.07049198078225,73.38016582195264
636,65.41273039717524,73.36765807403306
637,64.70512899046274,73.35408044224063
638,66.07049198078225,73.34268202524304
639,65.41273039717524,73.33029147582418
640,64.70512899046274,73.31683568411535
641,65.41273039717524,73.30452399363726
642,64.70512899046274,73.29115012893558
643,63.93882068109118,73.27662787824018
644,65.41273039717524,73.26443578912225
645,64.70512899046274,73.25118608819552
646,63.93882068109118,73.23679294228037
647,65.41273039717524,73.22471877168607
648,64.70512899046274,73.21159151470422
649,63.93882068109118,73.19732571342175
650,64.70512899046274,73.18428086438495
651,63.93882068109118,73.17010071072959
652,63.10226314151009,73.15468288903092
653,64.70512899046274,73.14176308184658
654,63.93882068109118,73.12771278810496
655,63.10226314151009,73.11243009047296
656,64.70512899046274,73.0996335895597
657,63.93882068109118,73.08571138149212
658,63.10226314151009,73.07056199114314
659,64.70512899046274,73.05788709265725
660,63.93882068109118,73.04409122819195
661,63.10226314151009,73.02907336099153
662,63.93882068109118,73.01536257263572
663,63.10226314151009,73.00043320602258
664,63.93882068109118,72.98680672102269
665,63.10226314151009,72.9719650639964
666,62.18002181071923,72.95578523902896
667,63.93882068109118,72.94228678909192
668,63.10226314151009,72.92757823356489
669,62.18002181071923,72.91153710457556
670,63.93882068109118,72.89816494895189
671,63.10226314151009,72.88358771411939
672,62.18002181071923,72.86768345571909
673,63.93882068109118,72.85443588483685
674,63.10226314151009,72.83998822151341
675,62.18002181071923,72.82421904043234
676,63.10226314151009,72.8098586919849
677,62.18002181071923,72.7941804664963
678,63.10226314151009,72.77990665600295
679,62.18002181071923,72.764318590054
680,61.15076249552277,72.74726491003265
681,63.10226314151009,72.73312267870051
682,62.18002181071923,72.71767157933304
683,61.15076249552277,72.70076089353799
684,63.10226314151009,72.68674848806057
685,62.18002181071923,72.6714325599595
686,61.15076249552277,72.65466302565899
687,62.18002181071923,72.63943825645123
688,61.15076249552277,72.62276383589835
689,62.18002181071923,72.6076294271662
690,61.15076249552277,72.59104930136064
691,59.98373825126681,72.5728306437738
692,62.18002181071923,72.55783380563085
693,61.15076249552277,72.5413971034549
694,59.98373825126681,72.52332852956685
695,62.18002181071923,72.50846745669494
696,61.15076249552277,72.49217232762582
697,59.98373825126681,72.47425193496628
698,62.18002181071923,72.45952485324347
699,61.15076249552277,72.44336947844671
700,59.98373825126681,72.42559539681022
701,62.18002181071923,72.41100056264199
702,61.15076249552277,72.39498315429616
703,59.98373825126681,72.3773535450589
704,62.18002181071923,72.36288924472649
705,61.15076249552277,72.34700804536502
706,59.98373825126681,72.3295211008189
707,72.15448023469907,72.32927386795714
708,71.81489016086411,72.32854836202331
709,71.46367290040632,72.32733022757033
710,72.15448023469907,72.32708711928218
711,71.81489016086411,72.3263677415316
712,71.46367290040632,72.32515779084278
713,72.15448023469907,72.32491874664649
714,71.81489016086411,72.32420541995309
715,71.46367290040632,72.32300355889227
716,85.90553449580285,72.34194711668434
717,86.00365685166935,72.36097456756872
718,86.10100176958436,72.38008448022798
719,86.19758233067468,72.39927544946471
720,86.2934112815761,72.41854609555641
721,85.19573490800289,72.43624303296977
722,85.29969634853856,72.45403480795673
723,85.4027783424385,72.4719198128386
724,85.50499667908447,72.48989647058515
725,85.60636671730964,72.50796323401039
726,85.70690340107376,72.52611858499672
727,85.80662127442733,72.54436103374594
728,85.90553449580285,72.56268911805603
729,86.00365685166935,72.58110140262262
730,86.10100176958436,72.59959647836402
731,86.19758233067468,72.6181729617688
732,86.2934112815761,72.63682949426513
733,86.38850104585991,72.65556474161063
734,86.48286373497274,72.67437739330228
735,86.57651115871421,72.69326616200529
736,86.6694548352761,72.71222978300023
737,86.76170600086452,72.73126701364774
738,86.85327561892625,72.75037663287003
739,86.94417438899829,72.76955744064858
740,87.03441275519924,72.78880825753733
741,84.77076288002654,72.80495644436009
742,84.87840920392715,72.82120604430567
743,84.98510827739035,72.83755537526412
744,85.09087778447315,72.85400278789392
745,85.19573490800289,72.87054666473054
746,85.29969634853856,72.88718541932734
747,85.4027783424385,72.90391749542775
748,85.50499667908447,72.92074136616695
749,85.60636671730964,72.9376555333018
750,85.70690340107376,72.95465852646794
751,85.80662127442733,72.97174890246256
752,85.90553449580285,72.988925244552
753,86.00365685166935,73.00618616180282
754,86.10100176958436,73.02353028843564
755,86.19758233067468,73.04095628320049
756,86.2934112815761,73.05846282877299
757,86.38850104585991,73.0760486311702
758,86.48286373497274,73.09371241918575
759,86.57651115871421,73.11145294384303
760,86.6694548352761,73.12926897786593
761,86.76170600086452,73.14715931516646
762,86.85327561892625,73.16512277034832
763,86.94417438899829,73.18315817822612
764,87.03441275519924,73.20126439335942
765,87.12400091437993,73.21944028960097
766,87.21294882394926,73.23768475965879
767,87.30126620939112,73.25599671467147
768,84.4419556215012,73.27054282508347
769,84.55255511807836,73.28519478910034
770,84.66215110049295,73.29995089326557
771,84.77076288002654,73.31480945801526
772,84.87840920392715,73.32976883672924
773,84.98510827739035,73.34482741481796
